K,C,P,T,rf,S,sigmaCall,sigmaPut
1175,320.4,0.05,0.0794520547945206,0.005,1498.11,0.418549,0.34341
1200,295.6,0.1,0.0794520547945206,0.005,1498.11,0.394522,0.323715
1225,270.5,0.2,0.0794520547945206,0.005,1498.11,0.362356,0.307962
1250,245.7,0.3,0.0794520547945206,0.005,1498.11,0.337101,0.289039
1260,235.6,0.35,0.0794520547945206,0.005,1498.11,0.324294,0.28157
1270,225.6,0.45,0.0794520547945206,0.005,1498.11,0.313493,0.275332
1275,220.6,0.45,0.0794520547945206,0.005,1498.11,0.307099,0.271168
1280,215.7,0.55,0.0794520547945206,0.005,1498.11,0.304395,0.269855
1290,205.9,0.6,0.0794520547945206,0.005,1498.11,0.29663,0.263492
1300,196,0.7,0.0794520547945206,0.005,1498.11,0.285228,0.2564
1310,186.1,0.85,0.0794520547945206,0.005,1498.11,0.275199,0.249713
1320,176.2,0.95,0.0794520547945206,0.005,1498.11,0.266257,0.241374
1325,171.4,1,0.0794520547945206,0.005,1498.11,0.262263,0.237027
1330,166.4,1.1,0.0794520547945206,0.005,1498.11,0.256861,0.232569
1340,156.5,1.25,0.0794520547945206,0.005,1498.11,0.245873,0.225626
1350,146.9,1.45,0.0794520547945206,0.005,1498.11,0.238956,0.218538
1355,142,1.55,0.0794520547945206,0.005,1498.11,0.234133,0.214671
1360,136.9,1.7,0.0794520547945206,0.005,1498.11,0.227212,0.211204
1365,132.3,1.8,0.0794520547945206,0.005,1498.11,0.22596,0.206925
1370,127.5,1.95,0.0794520547945206,0.005,1498.11,0.22157,0.203009
1375,122.6,2.1,0.0794520547945206,0.005,1498.11,0.216147,0.19988
1380,117.8,2.25,0.0794520547945206,0.005,1498.11,0.212228,0.195961
1385,112.7,2.4,0.0794520547945206,0.005,1498.11,0.205736,0.192247
1390,108.2,2.6,0.0794520547945206,0.005,1498.11,0.203643,0.188677
1395,103.5,2.8,0.0794520547945206,0.005,1498.11,0.199693,0.1848
1400,98.4,3.1,0.0794520547945206,0.005,1498.11,0.19279,0.182123
1405,93.7,3.3,0.0794520547945206,0.005,1498.11,0.189042,0.178308
1410,89.3,3.6,0.0794520547945206,0.005,1498.11,0.186757,0.174821
1415,84.7,3.9,0.0794520547945206,0.005,1498.11,0.182827,0.170951
1420,80.1,4.3,0.0794520547945206,0.005,1498.11,0.179076,0.167883
1425,75.5,4.7,0.0794520547945206,0.005,1498.11,0.174417,0.164342
1430,71,5.1,0.0794520547945206,0.005,1498.11,0.170884,0.160871
1435,66.5,5.7,0.0794520547945206,0.005,1498.11,0.166884,0.158376
1440,62.1,6.3,0.0794520547945206,0.005,1498.11,0.163314,0.15481
1445,57.8,6.9,0.0794520547945206,0.005,1498.11,0.159642,0.151581
1450,53.5,7.6,0.0794520547945206,0.005,1498.11,0.155824,0.148574
1455,49.4,8.5,0.0794520547945206,0.005,1498.11,0.152582,0.145688
1460,45.4,9.4,0.0794520547945206,0.005,1498.11,0.149411,0.142468
1465,41.4,10.4,0.0794520547945206,0.005,1498.11,0.145888,0.139592
1470,37.6,11.5,0.0794520547945206,0.005,1498.11,0.142654,0.136264
1475,33.9,12.8,0.0794520547945206,0.005,1498.11,0.13928,0.133764
1480,30.4,14.3,0.0794520547945206,0.005,1498.11,0.136333,0.13098
1485,27,15.9,0.0794520547945206,0.005,1498.11,0.132158,0.128167
1490,23.8,17.6,0.0794520547945206,0.005,1498.11,0.130086,0.124943
1495,20.7,19.5,0.0794520547945206,0.005,1498.11,0.125731,0.122446
1500,17.9,21.6,0.0794520547945206,0.005,1498.11,0.122665,0.119075
1505,15.2,23.6,0.0794520547945206,0.005,1498.11,0.118975,0.115343
1510,12.8,26.1,0.0794520547945206,0.005,1498.11,0.116115,0.11271
1515,10.5,28.9,0.0794520547945206,0.005,1498.11,0.113434,0.110227
1520,8.6,31.9,0.0794520547945206,0.005,1498.11,0.110913,0.106836
1525,6.9,35.3,0.0794520547945206,0.005,1498.11,0.108567,0.104564
1530,5.5,38.7,0.0794520547945206,0.005,1498.11,0.106454,0.102078
1535,4.3,42.6,0.0794520547945206,0.005,1498.11,0.104705,0.099364
1540,3.3,46.6,0.0794520547945206,0.005,1498.11,0.103064,0.096974
1545,2.6,50.9,0.0794520547945206,0.005,1498.11,0.102319,0.098983
1550,1.95,55.3,0.0794520547945206,0.005,1498.11,0.101459,0.09426
1555,1.45,59.8,0.0794520547945206,0.005,1498.11,0.10107,0.098956
1560,1.05,64.5,0.0794520547945206,0.005,1498.11,0.100335,0.090103
1565,0.8,69.2,0.0794520547945206,0.005,1498.11,0.101036,0.09921
1570,0.6,74,0.0794520547945206,0.005,1498.11,0.101108,0.100966
1575,0.45,78.8,0.0794520547945206,0.005,1498.11,0.102027,0.101884
1580,0.3,83.7,0.0794520547945206,0.005,1498.11,0.102757,0.079709
1590,0.15,93.5,0.0794520547945206,0.005,1498.11,0.105667,0.10421
1595,0.15,98.5,0.0794520547945206,0.005,1498.11,0.108866,0.111495
1600,0.05,103.4,0.0794520547945206,0.005,1498.11,0.110231,0.110198
1625,0,128.3,0.0794520547945206,0.005,1498.11,0.122423,0.138703
1650,0,153.2,0.0794520547945206,0.005,1498.11,0.138494,0.148533
1675,0,178.2,0.0794520547945206,0.005,1498.11,0.146398,0.168644
1700,0,203.2,0.0794520547945206,0.005,1498.11,0.175217,0.181828
