K,C,P,T,rf,S,sigmaCall,sigmaPut
1325,286.5,0.4,0.101369863013699,0.005,1615.41,0.223042,0.281929
1350,261.7,0.65,0.101369863013699,0.005,1615.41,0.233226,0.272707
1360,251.8,0.75,0.101369863013699,0.005,1615.41,0.237148,0.267277
1370,242,0.9,0.101369863013699,0.005,1615.41,0.237656,0.263264
1375,237,0.95,0.101369863013699,0.005,1615.41,0.235751,0.260064
1380,232.1,1.05,0.101369863013699,0.005,1615.41,0.236117,0.25677
1390,222.3,1.2,0.101369863013699,0.005,1615.41,0.23317,0.251501
1400,212.5,1.4,0.101369863013699,0.005,1615.41,0.230972,0.247066
1410,202.7,1.65,0.101369863013699,0.005,1615.41,0.229039,0.243127
1415,197.8,1.75,0.101369863013699,0.005,1615.41,0.226837,0.240228
1420,193,1.9,0.101369863013699,0.005,1615.41,0.227063,0.238866
1425,188.1,2.05,0.101369863013699,0.005,1615.41,0.224326,0.236673
1430,183.3,2.2,0.101369863013699,0.005,1615.41,0.223729,0.234261
1435,178.5,2.4,0.101369863013699,0.005,1615.41,0.221649,0.232591
1440,173.6,2.55,0.101369863013699,0.005,1615.41,0.219329,0.230193
1445,168.8,2.75,0.101369863013699,0.005,1615.41,0.217742,0.228006
1450,164.1,2.95,0.101369863013699,0.005,1615.41,0.216738,0.225582
1455,159.3,3.1,0.101369863013699,0.005,1615.41,0.214524,0.22332
1460,154.5,3.4,0.101369863013699,0.005,1615.41,0.212853,0.221903
1465,149.8,3.6,0.101369863013699,0.005,1615.41,0.210873,0.218784
1470,145.1,3.9,0.101369863013699,0.005,1615.41,0.209313,0.216804
1475,140.4,4.2,0.101369863013699,0.005,1615.41,0.207422,0.21454
1480,135.7,4.5,0.101369863013699,0.005,1615.41,0.205229,0.212604
1485,131.1,4.9,0.101369863013699,0.005,1615.41,0.203354,0.210369
1490,126.5,5.2,0.101369863013699,0.005,1615.41,0.202285,0.207855
1495,121.9,5.6,0.101369863013699,0.005,1615.41,0.199216,0.205593
1500,117.3,6.1,0.101369863013699,0.005,1615.41,0.196946,0.204015
1505,112.8,6.6,0.101369863013699,0.005,1615.41,0.195345,0.202078
1510,108.3,7.1,0.101369863013699,0.005,1615.41,0.193375,0.199808
1515,103.9,7.6,0.101369863013699,0.005,1615.41,0.191499,0.197649
1520,99.5,8.2,0.101369863013699,0.005,1615.41,0.189681,0.195565
1525,95.2,8.9,0.101369863013699,0.005,1615.41,0.188287,0.193525
1530,91,9.5,0.101369863013699,0.005,1615.41,0.186855,0.191127
1535,86.7,10.3,0.101369863013699,0.005,1615.41,0.184637,0.189464
1540,82.5,11.1,0.101369863013699,0.005,1615.41,0.18275,0.187396
1545,78.4,11.9,0.101369863013699,0.005,1615.41,0.180795,0.185275
1550,74.3,12.9,0.101369863013699,0.005,1615.41,0.178755,0.183402
1555,70.3,13.9,0.101369863013699,0.005,1615.41,0.176924,0.181418
1560,66.4,14.9,0.101369863013699,0.005,1615.41,0.174954,0.17901
1565,62.6,16,0.101369863013699,0.005,1615.41,0.173125,0.176772
1570,58.8,17.2,0.101369863013699,0.005,1615.41,0.171115,0.174665
1575,55.1,18.5,0.101369863013699,0.005,1615.41,0.169188,0.172651
1580,51.5,19.9,0.101369863013699,0.005,1615.41,0.167043,0.17043
1585,47.9,21.3,0.101369863013699,0.005,1615.41,0.165196,0.168253
1590,44.5,22.8,0.101369863013699,0.005,1615.41,0.162826,0.165833
1595,41.1,24.4,0.101369863013699,0.005,1615.41,0.160443,0.163664
1600,37.9,26.2,0.101369863013699,0.005,1615.41,0.158272,0.161458
1605,34.8,28,0.101369863013699,0.005,1615.41,0.156278,0.158941
1610,31.8,30,0.101369863013699,0.005,1615.41,0.153935,0.156838
1615,28.9,32,0.101369863013699,0.005,1615.41,0.150976,0.154374
