K,C,P,T,rf,S,sigmaCall,sigmaPut
1275,336.9,0.1,0.0876712328767123,0.005,1614.96,0.354934,0.326296
1300,312,0.2,0.0876712328767123,0.005,1614.96,0.335653,0.310233
1325,287.1,0.3,0.0876712328767123,0.005,1614.96,0.315276,0.296436
1350,262.2,0.45,0.0876712328767123,0.005,1614.96,0.296457,0.281412
1360,252.3,0.5,0.0876712328767123,0.005,1614.96,0.290288,0.269701
1370,242.4,0.55,0.0876712328767123,0.005,1614.96,0.283641,0.263829
1375,237.5,0.6,0.0876712328767123,0.005,1614.96,0.280159,0.261346
1380,232.5,0.65,0.0876712328767123,0.005,1614.96,0.276577,0.25868
1390,222.7,0.8,0.0876712328767123,0.005,1614.96,0.270844,0.255013
1400,212.8,0.95,0.0876712328767123,0.005,1614.96,0.264501,0.250331
1410,203,1.1,0.0876712328767123,0.005,1614.96,0.259021,0.244829
1415,198.1,1.15,0.0876712328767123,0.005,1614.96,0.256009,0.241815
1420,193.2,1.3,0.0876712328767123,0.005,1614.96,0.252832,0.240138
1425,188.3,1.4,0.0876712328767123,0.005,1614.96,0.2495,0.238149
1430,183.4,1.5,0.0876712328767123,0.005,1614.96,0.246024,0.235227
1435,178.5,1.65,0.0876712328767123,0.005,1614.96,0.243509,0.233363
1440,173.7,1.8,0.0876712328767123,0.005,1614.96,0.240764,0.231197
1445,168.8,1.95,0.0876712328767123,0.005,1614.96,0.237807,0.229302
1450,163.8,2.1,0.0876712328767123,0.005,1614.96,0.233707,0.225035
1455,159.2,2.3,0.0876712328767123,0.005,1614.96,0.232205,0.224617
1460,154.4,2.5,0.0876712328767123,0.005,1614.96,0.2295,0.222335
1465,149.6,2.65,0.0876712328767123,0.005,1614.96,0.227358,0.219341
1470,144.8,2.95,0.0876712328767123,0.005,1614.96,0.224154,0.218164
1475,139.9,3.2,0.0876712328767123,0.005,1614.96,0.220744,0.215425
1480,135.4,3.5,0.0876712328767123,0.005,1614.96,0.219211,0.213515
1485,130.7,3.8,0.0876712328767123,0.005,1614.96,0.216643,0.211256
1490,126,4.1,0.0876712328767123,0.005,1614.96,0.214406,0.209321
1495,121.6,4.4,0.0876712328767123,0.005,1614.96,0.213011,0.206415
1500,116.9,4.8,0.0876712328767123,0.005,1614.96,0.210088,0.204397
1505,112.1,5.2,0.0876712328767123,0.005,1614.96,0.205818,0.202011
1510,107.9,5.7,0.0876712328767123,0.005,1614.96,0.205941,0.200325
