K,C,P,T,rf,S,sigmaCall,sigmaPut
1400,179.3,1.2,0.0821917808219178,0.005,1582.7,0.154553,0.233956
1410,169.5,1.35,0.0821917808219178,0.005,1582.7,0.169383,0.226962
1420,159.7,1.6,0.0821917808219178,0.005,1582.7,0.17823,0.221974
1425,154.8,1.7,0.0821917808219178,0.005,1582.7,0.175823,0.218469
1430,149.8,1.85,0.0821917808219178,0.005,1582.7,0.179812,0.215935
1440,140.4,2.15,0.0821917808219178,0.005,1582.7,0.179655,0.21003
1450,130.7,2.5,0.0821917808219178,0.005,1582.7,0.178133,0.204508
1460,121.1,2.95,0.0821917808219178,0.005,1582.7,0.17546,0.199461
1470,111.6,3.4,0.0821917808219178,0.005,1582.7,0.17265,0.193124
1475,107,3.9,0.0821917808219178,0.005,1582.7,0.172095,0.191687
1480,102.3,4,0.0821917808219178,0.005,1582.7,0.170133,0.187256
1490,93.1,4.7,0.0821917808219178,0.005,1582.7,0.166776,0.181777
1500,84.1,5.6,0.0821917808219178,0.005,1582.7,0.162533,0.17632
1510,75.4,6.7,0.0821917808219178,0.005,1582.7,0.15978,0.170604
1520,66.5,7.9,0.0821917808219178,0.005,1582.7,0.154235,0.164812
1525,62.2,8.7,0.0821917808219178,0.005,1582.7,0.151735,0.162181
1530,58,9.5,0.0821917808219178,0.005,1582.7,0.149441,0.159387
1540,50,11.3,0.0821917808219178,0.005,1582.7,0.145147,0.15355
1550,42.2,13.5,0.0821917808219178,0.005,1582.7,0.139857,0.14796
1560,35,16.2,0.0821917808219178,0.005,1582.7,0.135139,0.142761
1570,28.2,19.4,0.0821917808219178,0.005,1582.7,0.130442,0.137755
1575,25.1,21.2,0.0821917808219178,0.005,1582.7,0.128064,0.135007
1580,22.3,22.9,0.0821917808219178,0.005,1582.7,0.125872,0.131656
1590,16.8,27.4,0.0821917808219178,0.005,1582.7,0.12071,0.126575
1600,12.1,32.7,0.0821917808219178,0.005,1582.7,0.115685,0.122159
1610,8.4,38.9,0.0821917808219178,0.005,1582.7,0.111487,0.118282
1620,5.5,46,0.0821917808219178,0.005,1582.7,0.107648,0.116242
1625,4.3,49.9,0.0821917808219178,0.005,1582.7,0.105441,0.115282
1630,3.3,53.8,0.0821917808219178,0.005,1582.7,0.103873,0.114335
1640,2.1,62.3,0.0821917808219178,0.005,1582.7,0.102935,0.116168
1650,1.3,71.3,0.0821917808219178,0.005,1582.7,0.103175,0.119697
1660,0.85,80.8,0.0821917808219178,0.005,1582.7,0.104808,0.124769
1670,0.6,90.6,0.0821917808219178,0.005,1582.7,0.107822,0.132109
1675,0.5,95.4,0.0821917808219178,0.005,1582.7,0.110286,0.134981
1680,0.4,100.1,0.0821917808219178,0.005,1582.7,0.111486,0.136581
1690,0.25,110,0.0821917808219178,0.005,1582.7,0.114,0.14484
1700,0.25,119.9,0.0821917808219178,0.005,1582.7,0.121139,0.153766
1725,0.15,144.8,0.0821917808219178,0.005,1582.7,0.134761,0.17417
1750,0.1,169.7,0.0821917808219178,0.005,1582.7,0.146419,0.19572
