K,C,P,T,rf,S,sigmaCall,sigmaPut
1175,385.1,0,0.0821917808219178,0.005,1562.85,0.430383,0.348499
1200,359.9,0.05,0.0821917808219178,0.005,1562.85,0.391073,0.340948
1225,335.2,0.05,0.0821917808219178,0.005,1562.85,0.381498,0.322404
1250,310.5,0.05,0.0821917808219178,0.005,1562.85,0.363626,0.302809
1275,285.4,0.1,0.0821917808219178,0.005,1562.85,0.334852,0.286209
1300,260.7,0.2,0.0821917808219178,0.005,1562.85,0.317247,0.273189
1310,250.7,0.25,0.0821917808219178,0.005,1562.85,0.30808,0.267786
1320,240.7,0.3,0.0821917808219178,0.005,1562.85,0.298753,0.261718
1325,235.6,0.35,0.0821917808219178,0.005,1562.85,0.290705,0.260361
1330,230.6,0.4,0.0821917808219178,0.005,1562.85,0.284934,0.256896
1340,220.7,0.45,0.0821917808219178,0.005,1562.85,0.27763,0.251228
1350,211,0.5,0.0821917808219178,0.005,1562.85,0.273547,0.244875
1360,201.1,0.6,0.0821917808219178,0.005,1562.85,0.265119,0.239185
1370,191.2,0.7,0.0821917808219178,0.005,1562.85,0.256357,0.232753
1375,186.1,0.75,0.0821917808219178,0.005,1562.85,0.250357,0.229297
1380,181.4,0.85,0.0821917808219178,0.005,1562.85,0.248705,0.226669
1390,171.3,1,0.0821917808219178,0.005,1562.85,0.237916,0.220708
1400,161.4,1.15,0.0821917808219178,0.005,1562.85,0.228267,0.2147
1410,151.6,1.35,0.0821917808219178,0.005,1562.85,0.220642,0.208517
1420,142.1,1.6,0.0821917808219178,0.005,1562.85,0.216435,0.202651
1425,137,1.7,0.0821917808219178,0.005,1562.85,0.210014,0.198785
1430,132.4,1.85,0.0821917808219178,0.005,1562.85,0.208198,0.195796
1440,122.5,2.2,0.0821917808219178,0.005,1562.85,0.19932,0.189481
1450,112.9,2.6,0.0821917808219178,0.005,1562.85,0.191344,0.18335
1460,103.6,3,0.0821917808219178,0.005,1562.85,0.185885,0.176411
1470,94.3,3.6,0.0821917808219178,0.005,1562.85,0.179598,0.170612
1475,89.6,3.9,0.0821917808219178,0.005,1562.85,0.175654,0.167152
1480,84.7,4.3,0.0821917808219178,0.005,1562.85,0.170881,0.164478
1490,75.6,5.2,0.0821917808219178,0.005,1562.85,0.164016,0.158814
1500,66.9,6.2,0.0821917808219178,0.005,1562.85,0.158632,0.152694
1510,58.2,7.5,0.0821917808219178,0.005,1562.85,0.151629,0.14668
1520,49.7,9.1,0.0821917808219178,0.005,1562.85,0.144818,0.140691
1525,45.9,10,0.0821917808219178,0.005,1562.85,0.142436,0.137472
1530,41.9,11,0.0821917808219178,0.005,1562.85,0.139024,0.134262
1540,34.3,13.4,0.0821917808219178,0.005,1562.85,0.132328,0.128509
1550,27.3,16.2,0.0821917808219178,0.005,1562.85,0.126082,0.121873
1560,20.7,20,0.0821917808219178,0.005,1562.85,0.118777,0.116094
1570,15,23.9,0.0821917808219178,0.005,1562.85,0.112331,0.108454
1575,12.6,26.4,0.0821917808219178,0.005,1562.85,0.109297,0.105323
1580,10.3,29.1,0.0821917808219178,0.005,1562.85,0.1061,0.101962
1590,6.6,35.1,0.0821917808219178,0.005,1562.85,0.100596,0.095145
1600,3.9,42.3,0.0821917808219178,0.005,1562.85,0.09603,0.088752
1610,2.25,50.5,0.0821917808219178,0.005,1562.85,0.093123,0.083375
1620,1.2,59.5,0.0821917808219178,0.005,1562.85,0.091703,0.076943
1625,0.85,64.2,0.0821917808219178,0.005,1562.85,0.091135,0.072585
1630,0.65,68.9,0.0821917808219178,0.005,1562.85,0.091656,0.05985
