K,C,P,T,rf,S,sigmaCall,sigmaPut
1450,144.5,1.75,0.0849315068493151,0.005,1597.57,0.13443,0.202382
1460,134.8,2,0.0849315068493151,0.005,1597.57,0.14479,0.196187
1470,124.9,2.35,0.0849315068493151,0.005,1597.57,0.146127,0.190436
1475,120.3,2.5,0.0849315068493151,0.005,1597.57,0.150798,0.187162
1480,115.3,2.75,0.0849315068493151,0.005,1597.57,0.148135,0.184426
1490,105.8,3.2,0.0849315068493151,0.005,1597.57,0.148425,0.178389
1500,96.5,3.8,0.0849315068493151,0.005,1597.57,0.1489,0.172738
1510,87.2,4.5,0.0849315068493151,0.005,1597.57,0.146227,0.167385
1520,78.5,5.4,0.0849315068493151,0.005,1597.57,0.146329,0.161969
1525,74,5.9,0.0849315068493151,0.005,1597.57,0.143901,0.159091
1530,69.5,6.4,0.0849315068493151,0.005,1597.57,0.141924,0.156212
1540,60.9,7.7,0.0849315068493151,0.005,1597.57,0.138371,0.150672
1550,52.5,9.3,0.0849315068493151,0.005,1597.57,0.134225,0.14529
1560,44.4,11.3,0.0849315068493151,0.005,1597.57,0.128887,0.139965
1570,36.8,13.6,0.0849315068493151,0.005,1597.57,0.124316,0.134267
1575,33.2,14.8,0.0849315068493151,0.005,1597.57,0.121623,0.131267
1580,29.7,16.4,0.0849315068493151,0.005,1597.57,0.119269,0.128946
1590,23.2,20,0.0849315068493151,0.005,1597.57,0.114659,0.124018
1600,17.5,24,0.0849315068493151,0.005,1597.57,0.109915,0.11898
1610,12.5,29,0.0849315068493151,0.005,1597.57,0.105384,0.114509
1620,8.5,34.9,0.0849315068493151,0.005,1597.57,0.101018,0.111258
1625,6.9,38.1,0.0849315068493151,0.005,1597.57,0.099446,0.109677
1630,5.4,41.7,0.0849315068493151,0.005,1597.57,0.097465,0.108852
1640,3.3,49.4,0.0849315068493151,0.005,1597.57,0.09474,0.10925
1650,2,58.1,0.0849315068493151,0.005,1597.57,0.093649,0.111558
1660,1.2,67.3,0.0849315068493151,0.005,1597.57,0.093738,0.116275
1670,0.75,76.8,0.0849315068493151,0.005,1597.57,0.095204,0.122414
1675,0.6,81.7,0.0849315068493151,0.005,1597.57,0.096514,0.126904
1680,0.5,86.6,0.0849315068493151,0.005,1597.57,0.098502,0.131222
1690,0.35,96.4,0.0849315068493151,0.005,1597.57,0.101702,0.139349
1700,0.2,106.1,0.0849315068493151,0.005,1597.57,0.105936,0.146799
1725,0.05,130.9,0.0849315068493151,0.005,1597.57,0.116286,0.169476
1750,0,155.9,0.0849315068493151,0.005,1597.57,0.126253,0.192601
