K,C,P,T,rf,S,sigmaCall,sigmaPut
1175,364.2,0.15,0.0821917808219178,0.005,1541.46,0.45211,0.37213
1200,339.2,0.15,0.0821917808219178,0.005,1541.46,0.4209,0.349871
1225,314.2,0.25,0.0821917808219178,0.005,1541.46,0.3929,0.333738
1250,289.3,0.35,0.0821917808219178,0.005,1541.46,0.364924,0.315218
1270,269.4,0.3,0.0821917808219178,0.005,1541.46,0.347472,0.296102
1275,264.4,0.4,0.0821917808219178,0.005,1541.46,0.341356,0.295014
1280,259.4,0.35,0.0821917808219178,0.005,1541.46,0.3309,0.287545
1290,249.5,0.4,0.0821917808219178,0.005,1541.46,0.325125,0.280759
1300,239.5,0.45,0.0821917808219178,0.005,1541.46,0.316782,0.275226
1310,229.6,0.5,0.0821917808219178,0.005,1541.46,0.308108,0.265906
1320,219.6,0.6,0.0821917808219178,0.005,1541.46,0.295795,0.260772
1325,214.7,0.6,0.0821917808219178,0.005,1541.46,0.292935,0.256562
1330,209.7,0.65,0.0821917808219178,0.005,1541.46,0.286748,0.25355
1340,199.8,0.75,0.0821917808219178,0.005,1541.46,0.277418,0.246996
1350,189.9,0.8,0.0821917808219178,0.005,1541.46,0.267818,0.23881
1360,180,0.9,0.0821917808219178,0.005,1541.46,0.25796,0.230268
1370,170.1,1.05,0.0821917808219178,0.005,1541.46,0.247855,0.223956
1375,165.2,1.1,0.0821917808219178,0.005,1541.46,0.243889,0.219708
1380,160.3,1.2,0.0821917808219178,0.005,1541.46,0.239777,0.21612
1390,150.4,1.35,0.0821917808219178,0.005,1541.46,0.229052,0.209799
1400,140.6,1.5,0.0821917808219178,0.005,1541.46,0.220057,0.201401
1410,130.9,1.75,0.0821917808219178,0.005,1541.46,0.21233,0.194662
1420,121.3,2.1,0.0821917808219178,0.005,1541.46,0.204628,0.188446
1425,116.4,2.25,0.0821917808219178,0.005,1541.46,0.199307,0.184691
1430,111.8,2.4,0.0821917808219178,0.005,1541.46,0.196795,0.180704
1440,102.2,2.8,0.0821917808219178,0.005,1541.46,0.188047,0.173972
1450,92.7,3.3,0.0821917808219178,0.005,1541.46,0.180233,0.167047
1460,83.3,4,0.0821917808219178,0.005,1541.46,0.171823,0.16119
1470,74.1,4.8,0.0821917808219178,0.005,1541.46,0.164189,0.15471
1475,69.6,5.2,0.0821917808219178,0.005,1541.46,0.160732,0.151307
1480,65.1,5.8,0.0821917808219178,0.005,1541.46,0.156829,0.148364
1490,56.4,7,0.0821917808219178,0.005,1541.46,0.149716,0.142124
1500,47.9,8.6,0.0821917808219178,0.005,1541.46,0.142741,0.136244
1510,39.9,10.3,0.0821917808219178,0.005,1541.46,0.136062,0.12912
1520,32.4,12.8,0.0821917808219178,0.005,1541.46,0.129391,0.123252
1525,28.9,14.2,0.0821917808219178,0.005,1541.46,0.126058,0.120393
1530,25.4,15.7,0.0821917808219178,0.005,1541.46,0.122714,0.117173
1540,19.3,19.3,0.0821917808219178,0.005,1541.46,0.116802,0.11108
1550,13.9,23.9,0.0821917808219178,0.005,1541.46,0.110966,0.105708
1560,9.5,29.2,0.0821917808219178,0.005,1541.46,0.105541,0.099215
1570,6,35.6,0.0821917808219178,0.005,1541.46,0.100589,0.093226
1575,4.6,39.2,0.0821917808219178,0.005,1541.46,0.098557,0.089918
1580,3.6,43,0.0821917808219178,0.005,1541.46,0.096893,0.086509
1590,2.05,51.5,0.0821917808219178,0.005,1541.46,0.094557,0.080059
1600,1.2,60.5,0.0821917808219178,0.005,1541.46,0.093837,0.067308
