K,C,P,T,rf,S,sigmaCall,sigmaPut
1275,383.6,0,0.0465753424657534,0.005,1660.06,0.591673,0.396438
1300,358.6,0,0.0465753424657534,0.005,1660.06,0.545518,0.369128
1325,333.7,0.05,0.0465753424657534,0.005,1660.06,0.51168,0.376407
1350,308.7,0.05,0.0465753424657534,0.005,1660.06,0.484253,0.347605
1370,288.7,0,0.0465753424657534,0.005,1660.06,0.448077,0.324833
1375,283.7,0.1,0.0465753424657534,0.005,1660.06,0.440691,0.34234
1380,278.8,0.1,0.0465753424657534,0.005,1660.06,0.436368,0.336351
1390,268.8,0.05,0.0465753424657534,0.005,1660.06,0.424475,0.324414
1400,258.8,0.1,0.0465753424657534,0.005,1660.06,0.415081,0.317859
1410,248.8,0.1,0.0465753424657534,0.005,1660.06,0.394914,0.314766
1420,238.9,0.15,0.0465753424657534,0.005,1660.06,0.385314,0.306326
1425,233.9,0.15,0.0465753424657534,0.005,1660.06,0.377898,0.303646
1430,228.9,0.15,0.0465753424657534,0.005,1660.06,0.375225,0.297428
1440,218.9,0.2,0.0465753424657534,0.005,1660.06,0.355704,0.288131
1450,209,0.3,0.0465753424657534,0.005,1660.06,0.345397,0.278484
1455,204,0.3,0.0465753424657534,0.005,1660.06,0.337957,0.279762
1460,199,0.35,0.0465753424657534,0.005,1660.06,0.332605,0.277788
1465,194.1,0.4,0.0465753424657534,0.005,1660.06,0.327147,0.273358
1470,189.1,0.4,0.0465753424657534,0.005,1660.06,0.319651,0.268787
1475,184.1,0.45,0.0465753424657534,0.005,1660.06,0.31406,0.265879
1480,179.2,0.5,0.0465753424657534,0.005,1660.06,0.308368,0.260966
1485,174.2,0.5,0.0465753424657534,0.005,1660.06,0.302579,0.257528
1490,169.2,0.55,0.0465753424657534,0.005,1660.06,0.294989,0.252329
1495,164.3,0.55,0.0465753424657534,0.005,1660.06,0.290719,0.247032
1500,159.3,0.7,0.0465753424657534,0.005,1660.06,0.283062,0.245619
1505,154.4,0.65,0.0465753424657534,0.005,1660.06,0.278493,0.23873
1510,149.5,0.8,0.0465753424657534,0.005,1660.06,0.272247,0.236575
1515,144.5,0.8,0.0465753424657534,0.005,1660.06,0.265912,0.23177
1520,139.6,0.95,0.0465753424657534,0.005,1660.06,0.260852,0.228807
1525,134.7,1.05,0.0465753424657534,0.005,1660.06,0.255595,0.224499
1530,129.8,1.15,0.0465753424657534,0.005,1660.06,0.250151,0.220809
1535,124.9,1.2,0.0465753424657534,0.005,1660.06,0.244524,0.216776
1540,120,1.35,0.0465753424657534,0.005,1660.06,0.238721,0.213182
1545,115.1,1.4,0.0465753424657534,0.005,1660.06,0.232746,0.208504
1550,110.2,1.6,0.0465753424657534,0.005,1660.06,0.227633,0.205521
1555,105.4,1.7,0.0465753424657534,0.005,1660.06,0.22226,0.200829
1560,100.6,1.95,0.0465753424657534,0.005,1660.06,0.21756,0.197533
1565,95.8,2.15,0.0465753424657534,0.005,1660.06,0.212524,0.194255
1570,91,2.35,0.0465753424657534,0.005,1660.06,0.207167,0.189972
1575,86.3,2.65,0.0465753424657534,0.005,1660.06,0.203065,0.187067
1580,81.6,2.95,0.0465753424657534,0.005,1660.06,0.198496,0.183123
1585,76.9,3.2,0.0465753424657534,0.005,1660.06,0.193486,0.179438
1590,72.3,3.6,0.0465753424657534,0.005,1660.06,0.189361,0.175537
1595,67.8,4,0.0465753424657534,0.005,1660.06,0.185301,0.172389
1600,63.5,4.6,0.0465753424657534,0.005,1660.06,0.179489,0.169761
1605,59.1,5,0.0465753424657534,0.005,1660.06,0.175982,0.16574
1610,54.8,5.8,0.0465753424657534,0.005,1660.06,0.172261,0.16319
1615,50.5,6.4,0.0465753424657534,0.005,1660.06,0.168278,0.159734
1620,46.3,7.3,0.0465753424657534,0.005,1660.06,0.164912,0.156854
1625,42.3,8.2,0.0465753424657534,0.005,1660.06,0.16154,0.153462
1630,38.4,9.3,0.0465753424657534,0.005,1660.06,0.158068,0.150382
1635,34.6,10.3,0.0465753424657534,0.005,1660.06,0.154813,0.146651
1640,31,11.7,0.0465753424657534,0.005,1660.06,0.150875,0.144187
1645,27.6,13.2,0.0465753424657534,0.005,1660.06,0.147714,0.140858
1650,24.3,14.9,0.0465753424657534,0.005,1660.06,0.144795,0.1381
1655,21.2,16.6,0.0465753424657534,0.005,1660.06,0.141643,0.134684
1660,18.3,18.7,0.0465753424657534,0.005,1660.06,0.138528,0.131961
1665,15.6,21,0.0465753424657534,0.005,1660.06,0.135719,0.129469
1670,13.2,23.5,0.0465753424657534,0.005,1660.06,0.132774,0.126769
1675,11,26.3,0.0465753424657534,0.005,1660.06,0.130383,0.124555
1680,9.1,29.3,0.0465753424657534,0.005,1660.06,0.128172,0.122048
1685,7.3,32.5,0.0465753424657534,0.005,1660.06,0.126172,0.119628
1690,5.9,36,0.0465753424657534,0.005,1660.06,0.124008,0.116876
1695,4.6,39.7,0.0465753424657534,0.005,1660.06,0.122221,0.114831
1700,3.6,43.7,0.0465753424657534,0.005,1660.06,0.121072,0.112719
1705,2.8,47.5,0.0465753424657534,0.005,1660.06,0.120366,0.109295
1710,2.2,51.8,0.0465753424657534,0.005,1660.06,0.119435,0.106714
1715,1.65,56.3,0.0465753424657534,0.005,1660.06,0.118894,0.103938
1720,1.3,60.8,0.0465753424657534,0.005,1660.06,0.11931,0.098347
1725,1,65.5,0.0465753424657534,0.005,1660.06,0.119177,0.09164
1730,0.75,70.3,0.0465753424657534,0.005,1660.06,0.119968,0.078433
