K,C,P,T,rf,S,sigmaCall,sigmaPut
1500,122.6,1.95,0.0849315068493151,0.005,1625.96,0.108056,0.177368
1510,113,2.3,0.0849315068493151,0.005,1625.96,0.119311,0.171921
1520,103.4,2.7,0.0849315068493151,0.005,1625.96,0.12915,0.165333
1525,98.7,3,0.0849315068493151,0.005,1625.96,0.127566,0.163876
1530,94,3.3,0.0849315068493151,0.005,1625.96,0.12858,0.161284
1540,84.7,3.9,0.0849315068493151,0.005,1625.96,0.129012,0.155569
1550,75.7,4.8,0.0849315068493151,0.005,1625.96,0.128539,0.150903
1560,66.8,5.8,0.0849315068493151,0.005,1625.96,0.126988,0.145755
1570,58.1,7.2,0.0849315068493151,0.005,1625.96,0.124287,0.141083
1575,53.7,7.9,0.0849315068493151,0.005,1625.96,0.122286,0.138482
1580,49.8,8.8,0.0849315068493151,0.005,1625.96,0.121476,0.136017
1590,41.8,10.7,0.0849315068493151,0.005,1625.96,0.117424,0.131203
1600,34.5,13.2,0.0849315068493151,0.005,1625.96,0.114358,0.126432
1610,27.5,16.2,0.0849315068493151,0.005,1625.96,0.110412,0.121785
1620,21.2,19.9,0.0849315068493151,0.005,1625.96,0.107093,0.117578
1625,18.3,22,0.0849315068493151,0.005,1625.96,0.104694,0.115689
1630,15.7,24.4,0.0849315068493151,0.005,1625.96,0.103077,0.114149
1640,11.2,29.7,0.0849315068493151,0.005,1625.96,0.099607,0.111203
1650,7.6,36,0.0849315068493151,0.005,1625.96,0.096566,0.109295
1660,5,43.1,0.0849315068493151,0.005,1625.96,0.094647,0.108914
1670,3.2,51.3,0.0849315068493151,0.005,1625.96,0.093493,0.110893
1675,2.55,55.6,0.0849315068493151,0.005,1625.96,0.093511,0.112197
1680,2.05,60.1,0.0849315068493151,0.005,1625.96,0.094004,0.114528
1690,1.25,69.3,0.0849315068493151,0.005,1625.96,0.094297,0.119447
1700,0.8,78.8,0.0849315068493151,0.005,1625.96,0.095735,0.126406
1710,0.55,88.5,0.0849315068493151,0.005,1625.96,0.099041,0.134085
1725,0.3,103.3,0.0849315068493151,0.005,1625.96,0.104648,0.147686
1750,0.15,127.9,0.0849315068493151,0.005,1625.96,0.117182,0.168681
1775,0.05,152.8,0.0849315068493151,0.005,1625.96,0.127671,0.191194
