K,C,P,T,rf,S,sigmaCall,sigmaPut
1615,90.9,2.55,0.0767123287671233,0.005,1709.67,0.080342,0.149635
1620,86.5,2.9,0.0767123287671233,0.005,1709.67,0.1017,0.147659
1625,82.5,3.2,0.0767123287671233,0.005,1709.67,0.112821,0.145508
1630,77,3.5,0.0767123287671233,0.005,1709.67,0.106201,0.142886
1635,73.4,4,0.0767123287671233,0.005,1709.67,0.115287,0.140884
1640,68.8,4.4,0.0767123287671233,0.005,1709.67,0.115003,0.138353
1645,64.4,5,0.0767123287671233,0.005,1709.67,0.114928,0.136251
1650,60,5.6,0.0767123287671233,0.005,1709.67,0.114393,0.134015
1655,55.6,6.2,0.0767123287671233,0.005,1709.67,0.11343,0.13201
1660,51.4,7,0.0767123287671233,0.005,1709.67,0.11289,0.129759
1665,47.3,7.9,0.0767123287671233,0.005,1709.67,0.112204,0.127951
1670,43.2,8.8,0.0767123287671233,0.005,1709.67,0.110252,0.125781
1675,39.3,9.9,0.0767123287671233,0.005,1709.67,0.109203,0.123878
1680,35.5,11.1,0.0767123287671233,0.005,1709.67,0.107873,0.121836
1685,32.1,12.4,0.0767123287671233,0.005,1709.67,0.105926,0.119901
1690,28.5,13.9,0.0767123287671233,0.005,1709.67,0.103942,0.117999
1695,25.3,15.5,0.0767123287671233,0.005,1709.67,0.102963,0.116342
1700,22.2,17.4,0.0767123287671233,0.005,1709.67,0.101469,0.114585
1705,19.3,19.3,0.0767123287671233,0.005,1709.67,0.099972,0.112948
1710,16.6,21.6,0.0767123287671233,0.005,1709.67,0.098685,0.111383
1715,14.1,24,0.0767123287671233,0.005,1709.67,0.096747,0.110122
1720,11.8,26.7,0.0767123287671233,0.005,1709.67,0.095204,0.108875
1725,9.8,29.3,0.0767123287671233,0.005,1709.67,0.093771,0.107059
1730,8,32.4,0.0767123287671233,0.005,1709.67,0.092461,0.106094
1735,6.5,35.8,0.0767123287671233,0.005,1709.67,0.091654,0.105799
1740,5.2,39.4,0.0767123287671233,0.005,1709.67,0.090822,0.105675
1745,4.1,43.3,0.0767123287671233,0.005,1709.67,0.089655,0.106184
1750,3.2,47.4,0.0767123287671233,0.005,1709.67,0.089507,0.107179
1755,2.55,51.7,0.0767123287671233,0.005,1709.67,0.089187,0.10888
1760,2,56.1,0.0767123287671233,0.005,1709.67,0.0894,0.11112
1765,1.5,60.6,0.0767123287671233,0.005,1709.67,0.089277,0.115995
1770,1.15,65.3,0.0767123287671233,0.005,1709.67,0.089673,0.119626
1775,0.9,69.8,0.0767123287671233,0.005,1709.67,0.090204,0.121838
1780,0.7,74.8,0.0767123287671233,0.005,1709.67,0.091194,0.126872
1785,0.55,79.6,0.0767123287671233,0.005,1709.67,0.09249,0.130591
1790,0.4,84.2,0.0767123287671233,0.005,1709.67,0.092958,0.132808
1795,0.35,89.1,0.0767123287671233,0.005,1709.67,0.094984,0.137218
1800,0.25,94.2,0.0767123287671233,0.005,1709.67,0.096521,0.142816
1805,0.2,98.9,0.0767123287671233,0.005,1709.67,0.097434,0.146281
1810,0.15,103.9,0.0767123287671233,0.005,1709.67,0.098922,0.150989
1820,0.1,113.8,0.0767123287671233,0.005,1709.67,0.103694,0.160886
1825,0.1,118.8,0.0767123287671233,0.005,1709.67,0.107528,0.16534
1830,0.05,123.8,0.0767123287671233,0.005,1709.67,0.107357,0.170511
1840,0,133.8,0.0767123287671233,0.005,1709.67,0.109358,0.180715
1875,0,168.7,0.0767123287671233,0.005,1709.67,0.129355,0.214232
1900,0,193.8,0.0767123287671233,0.005,1709.67,0.131314,0.238737
1925,0,218.7,0.0767123287671233,0.005,1709.67,0.14583,0.260506
