K,C,P,T,rf,S,sigmaCall,sigmaPut
1565,175.8,1.55,0.0876712328767123,0.005,1744.66,0.119564,0.210344
1570,170.9,1.6,0.0876712328767123,0.005,1744.66,0.13988,0.206925
1575,165.7,1.7,0.0876712328767123,0.005,1744.66,0.146309,0.203399
1580,160.8,1.8,0.0876712328767123,0.005,1744.66,0.137656,0.200295
1585,155.9,1.9,0.0876712328767123,0.005,1744.66,0.141823,0.197048
1590,151,2,0.0876712328767123,0.005,1744.66,0.143758,0.193665
1595,146.1,2.1,0.0876712328767123,0.005,1744.66,0.150712,0.190607
1600,141.5,2.25,0.0876712328767123,0.005,1744.66,0.15456,0.187384
1605,136.6,2.35,0.0876712328767123,0.005,1744.66,0.148257,0.183591
1610,131.5,2.5,0.0876712328767123,0.005,1744.66,0.149149,0.180477
1615,126.9,2.65,0.0876712328767123,0.005,1744.66,0.15031,0.177181
1620,122.1,2.8,0.0876712328767123,0.005,1744.66,0.146362,0.174427
1625,117.3,3,0.0876712328767123,0.005,1744.66,0.149143,0.17144
1630,112.3,3.2,0.0876712328767123,0.005,1744.66,0.142035,0.168234
1635,107.6,3.4,0.0876712328767123,0.005,1744.66,0.142749,0.165426
1640,102.9,3.7,0.0876712328767123,0.005,1744.66,0.140402,0.162362
1645,98.4,4,0.0876712328767123,0.005,1744.66,0.140488,0.159597
1650,93.7,4.3,0.0876712328767123,0.005,1744.66,0.138619,0.15706
1655,89.1,4.6,0.0876712328767123,0.005,1744.66,0.13749,0.153714
1660,84.6,5,0.0876712328767123,0.005,1744.66,0.136357,0.151496
1665,80.2,5.5,0.0876712328767123,0.005,1744.66,0.13517,0.148892
1670,75.5,6,0.0876712328767123,0.005,1744.66,0.132981,0.14634
1675,71.1,6.6,0.0876712328767123,0.005,1744.66,0.131212,0.144184
1680,66.7,7.1,0.0876712328767123,0.005,1744.66,0.129338,0.141218
1685,62.4,7.8,0.0876712328767123,0.005,1744.66,0.127703,0.138926
1690,58.2,8.5,0.0876712328767123,0.005,1744.66,0.125863,0.136502
1695,54,9.3,0.0876712328767123,0.005,1744.66,0.123467,0.133921
1700,49.9,10.2,0.0876712328767123,0.005,1744.66,0.121497,0.131465
1705,45.9,11.2,0.0876712328767123,0.005,1744.66,0.119537,0.12907
1710,42.3,12.4,0.0876712328767123,0.005,1744.66,0.118394,0.126965
1715,38.6,13.6,0.0876712328767123,0.005,1744.66,0.116535,0.124797
1720,35,14.9,0.0876712328767123,0.005,1744.66,0.11452,0.122523
1725,31.5,16.5,0.0876712328767123,0.005,1744.66,0.112569,0.120619
1730,28.2,18.1,0.0876712328767123,0.005,1744.66,0.110622,0.118504
1735,25.1,20,0.0876712328767123,0.005,1744.66,0.108874,0.11689
1740,22.3,22,0.0876712328767123,0.005,1744.66,0.106775,0.114977
1745,19.6,23.9,0.0876712328767123,0.005,1744.66,0.105267,0.112729
1750,17,26.4,0.0876712328767123,0.005,1744.66,0.10357,0.111344
1755,14.6,28.8,0.0876712328767123,0.005,1744.66,0.101897,0.109558
1760,12.4,31.6,0.0876712328767123,0.005,1744.66,0.100487,0.10836
1765,10.6,34.8,0.0876712328767123,0.005,1744.66,0.099628,0.108061
1770,8.9,38,0.0876712328767123,0.005,1744.66,0.098551,0.107108
1775,7.4,41.6,0.0876712328767123,0.005,1744.66,0.097553,0.107198
1780,6.1,44.8,0.0876712328767123,0.005,1744.66,0.096695,0.105437
1785,5,49,0.0876712328767123,0.005,1744.66,0.096075,0.106174
1790,4.1,52.8,0.0876712328767123,0.005,1744.66,0.09585,0.106083
1795,3.4,57.1,0.0876712328767123,0.005,1744.66,0.095818,0.10814
1800,2.75,61.6,0.0876712328767123,0.005,1744.66,0.095926,0.110029
1805,2.25,66.1,0.0876712328767123,0.005,1744.66,0.095812,0.112229
1810,1.8,70.1,0.0876712328767123,0.005,1744.66,0.095838,0.111543
1815,1.5,74.7,0.0876712328767123,0.005,1744.66,0.096575,0.113552
1820,1.25,79.4,0.0876712328767123,0.005,1744.66,0.097681,0.115661
1825,1.05,84.2,0.0876712328767123,0.005,1744.66,0.098988,0.117954
1830,0.9,89.4,0.0876712328767123,0.005,1744.66,0.100187,0.123063
1835,0.65,93.9,0.0876712328767123,0.005,1744.66,0.100765,0.123491
1840,0.5,98.6,0.0876712328767123,0.005,1744.66,0.102535,0.12549
1845,0.45,103.5,0.0876712328767123,0.005,1744.66,0.104616,0.128716
1850,0.35,108.2,0.0876712328767123,0.005,1744.66,0.105582,0.130112
1860,0.25,118.1,0.0876712328767123,0.005,1744.66,0.109751,0.137388
1875,0.15,133,0.0876712328767123,0.005,1744.66,0.116405,0.148615
1900,0,157.9,0.0876712328767123,0.005,1744.66,0.125935,0.167517
1925,0.05,182.9,0.0876712328767123,0.005,1744.66,0.140055,0.18778
