K,C,P,T,rf,S,sigmaCall,sigmaPut
1500,123.4,1.8,0.0794520547945206,0.005,1626.67,0.124024,0.181541
1505,118.5,1.95,0.0794520547945206,0.005,1626.67,0.126492,0.178393
1510,113.7,2.15,0.0794520547945206,0.005,1626.67,0.129476,0.175877
1515,108.9,2.35,0.0794520547945206,0.005,1626.67,0.133995,0.173013
1520,104.1,2.55,0.0794520547945206,0.005,1626.67,0.130256,0.170221
1525,99.4,2.8,0.0794520547945206,0.005,1626.67,0.134282,0.167813
1530,94.6,3.1,0.0794520547945206,0.005,1626.67,0.136179,0.164666
1535,90,3.4,0.0794520547945206,0.005,1626.67,0.134921,0.16246
1540,85.3,3.7,0.0794520547945206,0.005,1626.67,0.133016,0.159204
1545,80.7,4.1,0.0794520547945206,0.005,1626.67,0.134189,0.156714
1550,76.2,4.5,0.0794520547945206,0.005,1626.67,0.133565,0.153766
1555,71.7,5,0.0794520547945206,0.005,1626.67,0.132719,0.151373
1560,67.2,5.5,0.0794520547945206,0.005,1626.67,0.130571,0.148471
1565,62.8,6.1,0.0794520547945206,0.005,1626.67,0.129299,0.145961
1570,58.5,6.7,0.0794520547945206,0.005,1626.67,0.127735,0.143316
1575,54.7,7.4,0.0794520547945206,0.005,1626.67,0.127941,0.140503
1580,50.5,8.2,0.0794520547945206,0.005,1626.67,0.126007,0.137855
1585,46.4,9.2,0.0794520547945206,0.005,1626.67,0.124801,0.135987
1590,42.5,10.2,0.0794520547945206,0.005,1626.67,0.122757,0.133397
1595,38.6,11.3,0.0794520547945206,0.005,1626.67,0.120585,0.131072
1600,35,12.6,0.0794520547945206,0.005,1626.67,0.11854,0.128611
1605,31.4,14,0.0794520547945206,0.005,1626.67,0.116532,0.126258
1610,28,15.5,0.0794520547945206,0.005,1626.67,0.114775,0.123938
1615,24.7,17.3,0.0794520547945206,0.005,1626.67,0.112897,0.122152
1620,21.7,19.2,0.0794520547945206,0.005,1626.67,0.11084,0.119694
1625,18.8,21.3,0.0794520547945206,0.005,1626.67,0.108546,0.117919
1630,16.1,23.6,0.0794520547945206,0.005,1626.67,0.10651,0.115934
1635,13.7,26.1,0.0794520547945206,0.005,1626.67,0.104397,0.114259
1640,11.5,28.8,0.0794520547945206,0.005,1626.67,0.102744,0.112881
1645,9.5,31.8,0.0794520547945206,0.005,1626.67,0.101271,0.111815
1650,7.7,34.8,0.0794520547945206,0.005,1626.67,0.099362,0.109849
1655,6.3,38.3,0.0794520547945206,0.005,1626.67,0.098696,0.109862
1660,5.1,42,0.0794520547945206,0.005,1626.67,0.09775,0.109075
1665,4.1,45.9,0.0794520547945206,0.005,1626.67,0.096963,0.109313
1670,3.2,50,0.0794520547945206,0.005,1626.67,0.096048,0.110094
1675,2.55,54.3,0.0794520547945206,0.005,1626.67,0.095926,0.111224
1680,2,58.7,0.0794520547945206,0.005,1626.67,0.095609,0.112421
1685,1.65,63.2,0.0794520547945206,0.005,1626.67,0.096988,0.116481
1690,1.3,67.9,0.0794520547945206,0.005,1626.67,0.097442,0.116781
1695,1,72.6,0.0794520547945206,0.005,1626.67,0.09763,0.12234
1700,0.8,77.4,0.0794520547945206,0.005,1626.67,0.099288,0.125872
1705,0.7,82.2,0.0794520547945206,0.005,1626.67,0.10084,0.129767
1710,0.55,87.1,0.0794520547945206,0.005,1626.67,0.102383,0.134131
1715,0.5,92,0.0794520547945206,0.005,1626.67,0.104846,0.138322
1720,0.4,96.9,0.0794520547945206,0.005,1626.67,0.106927,0.142342
1725,0.35,101.9,0.0794520547945206,0.005,1626.67,0.109541,0.147803
1730,0.3,106.8,0.0794520547945206,0.005,1626.67,0.111867,0.151556
1750,0.2,126.7,0.0794520547945206,0.005,1626.67,0.123621,0.17067
1775,0.1,151.6,0.0794520547945206,0.005,1626.67,0.13616,0.193619
1800,0.05,176.5,0.0794520547945206,0.005,1626.67,0.146408,0.215236
