K,C,P,T,rf,S,sigmaCall,sigmaPut
1315,152.7,0.6,0.0684931506849315,0.005,1470.68,0.148412,0.219098
1325,142.9,0.75,0.0684931506849315,0.005,1470.68,0.174321,0.211835
1330,137.9,0.8,0.0684931506849315,0.005,1470.68,0.133533,0.207335
1335,133,0.9,0.0684931506849315,0.005,1470.68,0.151573,0.20543
1340,128.1,1,0.0684931506849315,0.005,1470.68,0.157315,0.201317
1345,123.2,1.1,0.0684931506849315,0.005,1470.68,0.159528,0.19776
1350,118.3,1.2,0.0684931506849315,0.005,1470.68,0.172147,0.194613
1355,113.4,1.35,0.0684931506849315,0.005,1470.68,0.169752,0.191745
1360,108.6,1.5,0.0684931506849315,0.005,1470.68,0.159362,0.18782
1365,103.8,1.7,0.0684931506849315,0.005,1470.68,0.161874,0.185297
1370,98.9,1.85,0.0684931506849315,0.005,1470.68,0.159737,0.181723
1375,94.2,2.05,0.0684931506849315,0.005,1470.68,0.15954,0.178242
1380,89.4,2.25,0.0684931506849315,0.005,1470.68,0.156024,0.174785
1385,84.7,2.6,0.0684931506849315,0.005,1470.68,0.156193,0.172126
1390,80,2.8,0.0684931506849315,0.005,1470.68,0.153403,0.168879
1395,75.3,3.2,0.0684931506849315,0.005,1470.68,0.150839,0.165814
1400,70.7,3.5,0.0684931506849315,0.005,1470.68,0.14911,0.162167
1405,66.2,4,0.0684931506849315,0.005,1470.68,0.147895,0.159217
1410,61.7,4.5,0.0684931506849315,0.005,1470.68,0.145727,0.156748
1415,57.3,5.1,0.0684931506849315,0.005,1470.68,0.143865,0.154053
1420,53,5.7,0.0684931506849315,0.005,1470.68,0.141621,0.151093
1425,48.7,6.5,0.0684931506849315,0.005,1470.68,0.139459,0.148295
1430,44.6,7.2,0.0684931506849315,0.005,1470.68,0.137261,0.14467
1435,40.5,8.2,0.0684931506849315,0.005,1470.68,0.135354,0.142324
1440,36.6,9.2,0.0684931506849315,0.005,1470.68,0.132792,0.139008
1445,32.9,10.5,0.0684931506849315,0.005,1470.68,0.13033,0.137002
1450,29.5,11.8,0.0684931506849315,0.005,1470.68,0.128931,0.134253
1455,26,13.3,0.0684931506849315,0.005,1470.68,0.125941,0.131441
1460,22.7,15,0.0684931506849315,0.005,1470.68,0.123782,0.128811
1465,19.6,16.9,0.0684931506849315,0.005,1470.68,0.120964,0.126257
1470,16.8,19,0.0684931506849315,0.005,1470.68,0.118744,0.124019
1475,14.2,21.4,0.0684931506849315,0.005,1470.68,0.116366,0.121688
1480,11.9,23.9,0.0684931506849315,0.005,1470.68,0.11444,0.119197
1485,9.8,26.7,0.0684931506849315,0.005,1470.68,0.112607,0.117896
1490,7.9,29.5,0.0684931506849315,0.005,1470.68,0.110116,0.115324
1495,6.3,33,0.0684931506849315,0.005,1470.68,0.108461,0.114438
1500,4.9,36.7,0.0684931506849315,0.005,1470.68,0.106581,0.113531
1505,3.8,40.5,0.0684931506849315,0.005,1470.68,0.105004,0.112708
1510,2.85,44.6,0.0684931506849315,0.005,1470.68,0.103739,0.112669
1515,2.1,49,0.0684931506849315,0.005,1470.68,0.102186,0.113878
1520,1.65,53.4,0.0684931506849315,0.005,1470.68,0.102832,0.115057
1525,1.2,58,0.0684931506849315,0.005,1470.68,0.102272,0.1164
1530,0.9,62.7,0.0684931506849315,0.005,1470.68,0.102853,0.118987
1535,0.65,67,0.0684931506849315,0.005,1470.68,0.10375,0.117981
1540,0.5,72.1,0.0684931506849315,0.005,1470.68,0.105508,0.123575
1545,0.35,76.7,0.0684931506849315,0.005,1470.68,0.106219,0.124611
1550,0.25,81.9,0.0684931506849315,0.005,1470.68,0.107689,0.131981
1560,0.1,91.8,0.0684931506849315,0.005,1470.68,0.111751,0.140432
1570,0,101.1,0.0684931506849315,0.005,1470.68,0.114417,0.139547
1575,0,106.1,0.0684931506849315,0.005,1470.68,0.119114,0.145016
1600,0,131,0.0684931506849315,0.005,1470.68,0.136373,0.169492
1625,0,156,0.0684931506849315,0.005,1470.68,0.157827,0.192389
1650,0,181,0.0684931506849315,0.005,1470.68,0.174317,0.216751
