K,C,P,T,rf,S,sigmaCall,sigmaPut
1390,109.1,2.55,0.0958904109589041,0.005,1502.96,0.115353,0.175814
1400,99.6,2.95,0.0958904109589041,0.005,1502.96,0.125003,0.169439
1410,90.1,3.5,0.0958904109589041,0.005,1502.96,0.121633,0.162855
1420,80.9,4.1,0.0958904109589041,0.005,1502.96,0.123958,0.156432
1425,76.3,4.5,0.0958904109589041,0.005,1502.96,0.123697,0.153977
1430,71.7,5,0.0958904109589041,0.005,1502.96,0.122542,0.151054
1440,62.8,6,0.0958904109589041,0.005,1502.96,0.121262,0.145213
1450,54.2,7.4,0.0958904109589041,0.005,1502.96,0.118989,0.139832
1460,45.9,9.1,0.0958904109589041,0.005,1502.96,0.115913,0.134722
1470,38,11.2,0.0958904109589041,0.005,1502.96,0.112726,0.129684
1475,34.5,12.4,0.0958904109589041,0.005,1502.96,0.111734,0.127339
1480,30.9,13.7,0.0958904109589041,0.005,1502.96,0.110076,0.125107
1490,24.2,16.9,0.0958904109589041,0.005,1502.96,0.106177,0.120419
1500,18.2,20.7,0.0958904109589041,0.005,1502.96,0.102289,0.116233
1510,13.1,25.5,0.0958904109589041,0.005,1502.96,0.098707,0.112919
1520,8.9,31.2,0.0958904109589041,0.005,1502.96,0.095379,0.110556
1525,7.2,34.5,0.0958904109589041,0.005,1502.96,0.093426,0.109736
1530,5.7,37.9,0.0958904109589041,0.005,1502.96,0.091239,0.109343
1540,3.5,45.7,0.0958904109589041,0.005,1502.96,0.089531,0.110426
1550,2.05,54.2,0.0958904109589041,0.005,1502.96,0.08863,0.11434
1560,1.15,63.2,0.0958904109589041,0.005,1502.96,0.088187,0.119486
1570,0.6,72.6,0.0958904109589041,0.005,1502.96,0.089018,0.126658
1575,0.45,77.4,0.0958904109589041,0.005,1502.96,0.089675,0.130568
1580,0.3,82.3,0.0958904109589041,0.005,1502.96,0.090757,0.134806
1590,0.1,92,0.0958904109589041,0.005,1502.96,0.092038,0.143304
1600,0,101.9,0.0958904109589041,0.005,1502.96,0.094804,0.153177
1625,0,126.6,0.0958904109589041,0.005,1502.96,0.107692,0.176991
1650,0,151.5,0.0958904109589041,0.005,1502.96,0.122398,0.200665
1675,0,176.5,0.0958904109589041,0.005,1502.96,0.1428,0.224942
1700,0,201.5,0.0958904109589041,0.005,1502.96,0.15959,0.248364
